"id","tipo_de_barrio","nombre_del_barrio","integrantes_del_hogar","p1","p1_1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p12_1","p12_2","p12_3","p13","p14","p14_1","p14_2","trabaja","p15","p16","p17","p18","p19","p20","p21","p22","p22_1","p23","p24","p24_1","p25","p26","p27","p28","p29","p30","p31","p32","p32_1","p32_2","p32_otros_1","p32_otros_2","p33","p33_1","p33_2","p33_3","p33_4","p33_5","p33_6","p34","p35","p36","p37","p38","p38_1","p38_2","p38_3","p38_4","p38_5","p39","p40","p41","p42","p43","p44","p45","p46","p47","p48","p48_1","p48_2","p48_3","p48_4","p48_5","p49","p50","p51","p51_1","p51_2","p51_3","p51_4","p51_5","p52","p53","p54","p55","p56","p57","p58","p59","p60","p60_1","p61","p61_1","p62","p63","p64","p65","p66","p66_1","p66_2","p67","p67_1","p68","p69","p69_1","p70","p71","p72","p72_1","p72_2","p72_3","p72_4","p72_5","p72_6","p72_7","p73","p73_1","p73_2","p73_3","p73_4","p73_5","p73_6","p73_7","p73_8","p73_9","p74","p75","p76","p77","p77_1","p77_2","p78","p79","fecha_de_entrevista","comuna","total_menores","total_adultos_mayores","q189cod1","q189cod1_etiqueta","q189cod2","q189cod2_etiqueta","p20c_renatep_rama_actividad","p20c_renatep_rama_etiqueta","p20c_renatep_ocupacion","p20c_renatep_ocupacion_etiqueta","q219cod1","q219cod1_etiqueta","q219cod2","q219cod2_etiqueta","p42c_cno","p42c_renatep_rama_actividad","p42_renatep_rama_etiqueta","p42c_renatep_ocupacion","p42c_renatep_ocupacion_etiqueta","hogar_monoparental","p67_tema_curso_grupos"
19460223,1,9,2,2,"",1,51,5,1,,,2,,,,4,"jujuy","","",,1,"","",1,,1,"comedor",2,1,"cocinera","cocina",1,"",2,,"",2,,2,,2,"15",7,4,,,"","",1,,,,,,"",2,,2,2,3,3,2,1,3,2,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",1,2,2,2,2,1,,"",1,"",1,2,2,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,1,4,4,4,4,"",2,"",1,1,"","",2,2,"2023-06-01","comuna 08",1,0,85,"servicios sociales y de salud",8503,"servicios sociales",3,"servicios personales y otros oficios.",5,"asador // cocinero/a",,"",,"","",,"",,"0",,99
19859642,1,8,2,9,"",1,32,6,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"taller de costura",1,1,"costurera","cose ropa",6,"",1,2,"",2,,2,,2,"70",5,4,,,"","",1,,,,,,"",1,4,1,1,1,3,3,3,1,1,3,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",2,2,2,2,2,2,4,"",7,"",,,3,2,,"","",,"",,,"",,1,2,,,,,,,"",4,4,4,4,2,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-16","comuna 07",1,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",,"",,"","",,"",,"0",1,99
19894554,1,3,3,1,"",1,52,4,1,,,1,2,,,5,"","paraguay","",1,1,"","",1,,1,"geriatrico",4,1,"asistente en geriatrico","atencion a pacientes ayuda a profesionales",1,"",1,3,"mixta",2,,2,,2,"40",8,4,,,"","",1,,,,,,"",2,,2,2,3,3,3,2,1,3,4,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",1,2,2,2,2,99,,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-26","comuna 04",0,0,85,"servicios sociales y de salud",8503,"servicios sociales",3,"servicios personales y otros oficios.",38,"otros",,"",,"","",,"",,"0",,99
20059526,3,99,2,1,"",2,59,3,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,3,"textil",3,1,"coser","manejar la maquina de coser",1,"",1,2,"",2,,2,,2,"35",3,5,,,"","",1,,,,,,"",1,2,1,1,3,3,3,3,1,2,2,"",,"",,,,,,,,,,,"",,,,,,,,,1,"electricista",1,2,2,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,16,,,,,,,"peluqueria",4,4,4,4,4,1,4,4,4,"",2,"",4,4,"","",2,2,"2023-07-06","comuna 04",1,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",,"",,"","",,"",,"0",,99
19812780,1,1,2,2,"",1,63,5,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"cuidado de ancianos",1,1,"cuida ancianos","cuida ancianos",7,"",4,,"",,3,2,,2,"12",6,4,,,"","",1,,,,,,"",2,,3,2,2,2,3,1,3,2,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",2,2,2,2,2,1,,"",1,"",3,4,3,2,,"","",,"",,,"",,1,12,11,,,,,,"",4,4,4,4,4,1,4,4,4,"",2,"",1,1,"","",2,1,"2023-06-06","comuna 08",0,0,95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico",1,"servicios socio comunitarios",10,"cuidados (niños/as, enfermos/as, personas con discapacidad, ancianos/as)",,"",,"","",,"",,"0",,99
19878640,1,8,3,3,"",2,38,6,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"comercio",2,1,"vendedor atencion al publico","atencion al publico",1,"",1,2,"",2,,2,,2,"40",6,4,,,"","",1,,,,,,"",1,3,1,1,3,3,2,2,1,3,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",3,2,2,1,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,2,,,,,,,"",2,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-22","comuna 07",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5308,"tiendas no especializadas sin predominancia de alimentos y bebidas",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,"",,"","",,"",,"0",,99
20390357,1,2,3,1,"",1,52,3,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,1,"kiosco",1,1,"vendedora","vender cervezas",6,"",4,,"",,3,2,,2,"84",7,11,,,"x cuenta propia","",1,,,,,,"",2,,4,2,1,3,1,1,1,1,1,"empleada domestica en casas particulares",1,"limpiar",1,2,,2,,12,,,,,"herr de limpieza",1,1,1,1,1,1,1,1,2,"",1,2,2,2,2,2,2,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",1,1,"","",2,2,"2023-07-10","comuna 01",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5303,"comercio de alimentos, bebidas y tabaco",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico","55.3.1.4 / mucama/empleada domestica",3,"servicios personales y otros oficios.",26,"servicios de limpieza",,99
19939963,1,8,1,1,"",1,39,4,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"servicio  domestico",1,1,"limpieza","limpia,plancha, cocina",7,"",6,,"",2,,2,,2,"20hs",8,4,,,"","",1,,,,,,"",2,,1,1,3,3,2,2,3,3,2,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",2,2,1,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,2,11,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-28","comuna 07",2,0,95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico",3,"servicios personales y otros oficios.",26,"servicios de limpieza",,"",,"","",,"",,"0",1,99
19887555,1,3,2,3,"",1,19,5,2,2,1,,,,,1,"","","",,1,"","",2,2,,"",,,"","",,"",,,"",,,,,,"",,,,,"","",,,,,,,"",,,,,,,,,,,,"",,"",,,,,,,,,,,"",,,,,,,,,,"",,,,,,,,"",7,"",,,3,2,,"","",,"",,,"",,1,16,,,,,,,"limpieza",4,4,4,4,4,4,1,4,4,"",2,"",4,1,"","",2,2,"2023-06-22","comuna 04",3,0,,"",,"",,"",,"",,"",,"","",,"",,"0",2,99
19991318,1,4,2,1,"",2,42,6,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"almacen",1,1,"dueño","encargado, venta al publico",6,"",4,,"",,3,2,,2,"84",4,11,,,"cuenta propia. solo","",1,,,,,,"",1,1,1,1,2,3,3,3,99,2,1,"construccion",2,"albañil",1,2,,2,,3,,,,,"",2,2,3,2,1,3,1,1,1,"albañil y costurero",3,2,1,2,1,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,2,3,,,,,,"",4,4,4,4,2,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-27","comuna 08",2,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5303,"comercio de alimentos, bebidas y tabaco",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",45,"construccion",4500,"construccion","72.1.1.3 / albañil (oficial, medio oficial)",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",,99
19802986,1,3,2,2,"",1,31,5,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,1,"vendedora",2,1,"vende electrodomesticos","vende y hace envios",6,"",4,,"",,3,2,,2,"42",5,4,,,"","",1,,,,,,"",1,5,4,1,3,3,3,3,3,3,4,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",3,1,1,2,1,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,11,,,,,,,"",4,4,4,4,1,4,4,1,4,"",2,"",4,3,"","",2,2,"2023-06-14","comuna 04",3,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5310,"venta al por menor en puestos moviles y  no realizadas en tiendas n.c.p.",3,"servicios personales y otros oficios.",26,"servicios de limpieza",,"",,"","",,"",,"0",,99
19459397,1,9,2,2,"",1,24,5,1,,,1,2,,,1,"","","",,1,"","",1,,1,"cooperativa",3,1,"barrido","barrido y limpieza",1,"",2,,"",2,,1,1,2,"20",5,4,,,"","",1,,,,,,"",1,1,2,2,2,3,2,1,1,2,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",2,2,2,2,2,1,,"",1,"",1,4,3,2,,"","",,"",,,"",,1,3,,,,,,,"",4,4,4,4,1,4,4,1,4,"",2,"",4,1,"","",2,2,"2023-05-31","comuna 08",3,0,91,"servicios de asociaciones",9109,"servicios de asociaciones n.c.p.",4,"recuperacion, reciclado y servicios ambientales.",31,"trabajador/a de limpieza de terrenos y espacios verdes",,"",,"","",,"",,"0",,99
19462058,1,9,1,1,"",2,26,6,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,1,"changas de reparaciones",1,1,"mantenimientos en casas","arreglos domesticos",6,"",6,,"",2,,2,,2,"16 horas en la semana",4,4,,,"","",1,,,,,,"",1,1,1,1,3,3,2,2,1,3,1,"feriante",2,"feriante",5,2,,2,,12,,,,,"bandejas para la comida",1,1,2,3,2,2,1,3,2,"",2,2,1,2,2,1,,"",1,"",3,4,3,2,,"","",,"",,,"",,1,4,8,11,,,,,"",4,4,99,4,4,1,1,4,4,"",1,"todo lo que pueda",4,1,"","",2,2,"2023-06-03","comuna 08",0,1,45,"construccion",4500,"construccion",3,"servicios personales y otros oficios.",26,"servicios de limpieza",53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5310,"venta al por menor en puestos moviles y  no realizadas en tiendas n.c.p.","05.0.0.2 / comerciante de puesto de feria/feriante",2,"comercio popular y trabajos en espacios publicos",12,"feriante",,99
20248469,1,2,2,2,"",1,44,6,1,,,1,1,1,,5,"","paraguay","",1,1,"","",1,,1,"empleada domestica",2,1,"empleada","limpieza",7,"",6,,"",1,,,,1,"40hs",7,4,,,"","",1,,,,,,"",1,3,1,1,3,3,3,3,2,2,3,"casa de familia",1,"limpieza",6,2,,2,,13,,,,,"",1,1,3,3,1,3,2,2,2,"",2,1,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,11,12,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-07-11","comuna 04",1,1,95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico","55.3.1.4 / mucama/empleada domestica",3,"servicios personales y otros oficios.",26,"servicios de limpieza",,99
19500722,1,9,3,2,"",1,50,4,2,2,1,,,,,5,"","paraguay","",1,1,"","",2,1,,"",,,"","",,"",,,"",,,,,,"",,,,,"","",,,,,,,"",,,,,,,,,,,,"casa particular",1,"empleada domestica",6,2,,2,,13,,,,,"",2,2,,,,,,,2,"",1,2,2,2,2,2,2,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,1,4,4,1,4,"",2,"",4,1,"","",99,2,"2023-06-02","comuna 08",1,0,,"",,"",,"",,"",95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico","55.3.1.4 / mucama/empleada domestica",3,"servicios personales y otros oficios.",26,"servicios de limpieza",,99
19956378,3,99,2,2,"",1,33,4,1,,,2,,,,1,"","","",,1,"","",1,,1,"changas de limpieza",1,1,"tareas de limpieza","limpieza casa particular",7,"",6,,"",2,,2,,2,"6 (changas)",4,4,,,"","",1,,,,,,"",2,,3,4,1,3,1,1,1,1,1,"bar cafeteria",1,"camarera moza",1,1,,,,13,,,,,"",1,1,1,1,1,1,1,1,2,"",2,2,2,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,14,,,,,,,"",4,4,4,4,2,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-29","comuna 04",4,0,95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico",3,"servicios personales y otros oficios.",26,"servicios de limpieza",55,"servicios de hoteleria y restaurantes",5503,"servicios de expendio de comidas y bebidas excepto vendedores ambulantes de comidas","53.3.1.4 / mozo/camarero",2,"comercio popular y trabajos en espacios publicos",38,"otros",,99
19991302,1,4,3,1,"",1,41,4,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,1,"venta mayorista de bebidas",2,1,"dueña","venta",6,"",4,,"",,1,1,2,2,"60",7,11,,,"sola","",1,,,,,,"",1,2,1,1,3,3,3,3,1,3,3,"",,"",,,,,,,,,,,"",,,,,,,,,1,"comerciante",3,2,1,2,1,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,2,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,2,"","swiss medical",2,2,"2023-06-27","comuna 08",1,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5301,"comercio de intermediacion",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,"",,"","",,"",,"0",,99
19748543,1,1,2,2,"",1,45,3,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,2,"comercio, almacen familiar",2,1,"compra en mayorista y venta, atencion al publico","venta en el almacen",6,"",5,,"",2,,2,,2,"12",6,11,,,"emprendimiento propio","",1,,,,,,"",1,1,1,1,3,3,3,3,99,3,1,"acompañante terapeutico",1,"cuidadora de personas",1,2,,2,,13,,,,,"",1,2,3,3,1,3,1,3,2,"",1,2,2,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,16,,,,,,,"peluqueria",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-02","comuna 08",1,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5303,"comercio de alimentos, bebidas y tabaco",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",85,"servicios sociales y de salud",8501,"servicios relacionados con la salud humana","57.1.1.3 / cuidador de ancianos",1,"servicios socio comunitarios",10,"cuidados (niños/as, enfermos/as, personas con discapacidad, ancianos/as)",,99
19557649,1,8,2,1,"",1,58,4,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"taller",1,1,"costurera","coser",1,"",1,2,"",2,,2,,2,"72",8,4,,,"","",1,,,,,,"",2,,2,2,3,3,3,2,1,3,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",1,2,2,2,2,1,,"",1,"",3,4,3,2,,"","",,"",,,"",,1,16,,,,,,,"tejido",4,4,4,4,4,1,4,4,4,"",1,"12",1,1,"","",2,2,"2023-06-12","comuna 07",0,0,50,"venta, mantenimiento y reparacion de vehiculos automotores y motocicletas; venta al por menor de combustible para vehic",5002,"mantenimiento y reparacion de vehiculos automotores, excepto motocicletas",6,"industria manufacturera.",15,"indumentaria y textil",,"",,"","",,"",,"0",,99
19451685,1,9,1,1,"",1,32,5,1,,,2,,,,1,"","","",,1,"","",1,,1,"recoleccion de carton",1,1,"cartonera","junta carton y lo vende",1,"",4,,"",,3,2,,2,"10",8,4,,,"","",1,,,,,,"",2,,5,4,3,2,3,2,1,1,1,"cooperativa del barrio",7,"barrendera",2,2,,1,1,13,,,,,"",1,2,1,1,3,3,2,3,2,"",3,2,2,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,4,11,,,,,,"",4,4,4,4,1,4,4,1,4,"",2,"",4,1,"","",2,2,"2023-05-31","comuna 08",1,0,37,"reciclamiento",3700,"reciclamiento",4,"recuperacion, reciclado y servicios ambientales.",9,"cartonero/a",91,"servicios de asociaciones",9109,"servicios de asociaciones n.c.p.","56.3.1.4 / barrendero",4,"recuperacion, reciclado y servicios ambientales.",31,"trabajador/a de limpieza de terrenos y espacios verdes",1,99
19916951,1,3,1,1,"",2,18,6,2,2,1,,,,,1,"","","",,1,"","",2,2,,"",,,"","",,"",,,"",,,,,,"",,,,,"","",,,,,,,"",,,,,,,,,,,,"",,"",,,,,,,,,,,"",,,,,,,,,,"",,,,,,,,"",7,"",,,3,2,,"","",,"",,,"",,1,3,,,,,,,"",4,4,4,4,2,4,4,2,4,"",2,"",4,1,"","",2,2,"2023-06-28","comuna 04",2,0,,"",,"",,"",,"",,"",,"","",,"",,"0",2,99
19887594,1,8,2,3,"",2,28,7,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"peluqueria",2,1,"barbero","corta el pelo",1,"",1,2,"",2,,2,,2,"12",2,1,,,"","",1,,,,,,"",1,5,2,2,3,3,3,2,1,3,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",3,1,1,2,2,1,,"",1,"",2,4,3,2,,"","",,"",,,"",,1,2,,,,,,,"",4,4,4,4,4,2,4,4,4,"",2,"",4,1,"","",2,1,"2023-06-23","comuna 07",0,0,93,"servicios n.c.p.",9302,"servicios de peluqueria y  tratamientos de belleza",3,"servicios personales y otros oficios.",19,"peluqueria // depilacion // manicuria // masajista",,"",,"","",,"",,"0",,99
19802691,1,3,1,1,"",2,35,6,1,,,2,,,,1,"","","",,1,"","",1,,2,"cartonero",1,1,"cartonero","reciclar cartones",1,"",4,,"",,3,2,,2,"80",5,4,,,"","",1,,,,,,"gancho/guantes/carro",2,,1,1,2,3,2,3,3,2,2,"",,"",,,,,,,,,,,"",,,,,,,,,1,"pintor y albañil",2,1,2,2,2,2,5,"",7,"",,,3,2,,"","",,"",,,"",,1,10,,,,,,,"",4,4,4,4,4,1,4,4,1,"por cooperativa",2,"",4,1,"","",2,2,"2023-06-16","comuna 04",0,0,37,"reciclamiento",3700,"reciclamiento",4,"recuperacion, reciclado y servicios ambientales.",9,"cartonero/a",,"",,"","",,"",,"0",,99
19629518,1,3,3,3,"",2,19,6,2,2,1,,,,,1,"","","",,1,"","",2,1,,"",,,"","",,"",,,"",,,,,,"",,,,,"","",,,,,,,"",,,,,,,,,,,,"construccion",1,"ayudante de albañil",4,,3,2,,13,,,,,"",2,2,,,,,,,1,"albañil",2,1,2,2,1,2,1,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,2,4,4,2,4,"",2,"",4,1,"","",2,2,"2023-06-15","comuna 04",3,0,,"",,"",,"",,"",45,"construccion",4500,"construccion","72.1.1.3 / albañil (oficial, medio oficial)",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",,99
19919106,1,3,1,1,"",1,34,5,1,,,1,1,2,2,1,"","","",,1,"","",1,,1,"colegio",5,1,"maestranza","auxiliar limpieza",1,"",1,1,"",1,,,,1,"20",6,3,,,"","",1,,,,,,"",2,,1,1,3,3,2,2,1,3,3,"niñera",1,"cuidado de niños",6,2,,2,,13,,,,,"",3,2,3,2,1,3,1,3,2,"",2,1,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,4,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,2,"","ospec",2,2,"2023-06-28","comuna 04",2,0,80,"enseñanza",8004,"niveles combinados",3,"servicios personales y otros oficios.",26,"servicios de limpieza",95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico","57.1.1.3 / niñera/babysitter",1,"servicios socio comunitarios",10,"cuidados (niños/as, enfermos/as, personas con discapacidad, ancianos/as)",1,99
19943914,3,99,2,1,"",2,33,6,1,,,1,1,1,,4,"salta","","",,1,"","",1,,1,"costurero",3,1,"costurero","coser",1,"",1,2,"",1,,,,1,"40",7,4,,,"","",1,,,,,,"maquina de coser, tijeras",1,5,1,1,3,3,2,1,1,3,99,"albañil",1,"albañil",4,,3,2,,3,,,,,"",2,1,3,2,1,1,1,3,2,"",2,1,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,3,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,2,"","osecac",2,2,"2023-06-28","comuna 08",2,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",45,"construccion",4500,"construccion","72.1.1.3 / albañil (oficial, medio oficial)",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",,99
19887613,1,8,2,2,"",1,27,5,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"textil",2,1,"costura","costura",9,"",1,2,"",2,,2,,2,"60",7,7,,,"","",1,12,,,,,"coser",1,5,2,1,3,3,3,3,1,1,1,"tales textil",3,"costura",1,2,,2,,1,12,,,,"coser",1,2,2,3,2,3,1,1,1,"costura",2,2,2,2,2,2,6,"",7,"",,,3,2,,"","",,"",,,"",,1,4,,,,,,,"",4,4,4,4,1,4,4,1,4,"",2,"",4,1,"","",2,2,"2023-06-23","comuna 07",2,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles","80.3.2.3 / costurera",6,"industria manufacturera.",15,"indumentaria y textil",,99
19558698,1,8,2,3,"",1,26,7,1,,,2,,,,1,"","","",,1,"","",1,,2,"mantera",1,1,"vendedora","vende",2,"",4,,"",,3,2,,2,"48",5,11,,,"emprendimiento propio","",1,,,,,,"",1,5,1,2,1,3,3,2,1,3,3,"",,"",,,,,,,,,,,"",,,,,,,,,1,"enfermera",3,2,2,2,1,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,11,,,,,,,"",4,4,4,4,4,4,4,4,2,"pension no contributiva",2,"",1,1,"","",2,2,"2023-06-12","comuna 07",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5310,"venta al por menor en puestos moviles y  no realizadas en tiendas n.c.p.",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,"",,"","",,"",,"0",,99
19934000,1,9,1,1,"",2,50,4,1,,,2,,,,1,"","","",,1,"","",1,,1,"albañil",1,1,"changarin albañil","tareas de albañileria por cuenta propia",7,"",4,,"",,3,2,,2,"10",6,4,,,"","",3,,,,,,"",2,,5,1,3,3,1,2,1,2,2,"empresa de construccion",7,"albañil",1,1,,,,2,3,4,,,"",1,1,2,1,1,1,1,1,1,"albañil y pintor",2,2,2,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-29","comuna 08",1,0,45,"construccion",4500,"construccion",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",45,"construccion",4500,"construccion","72.1.1.3 / albañil (oficial, medio oficial)",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",2,99
20164650,1,2,1,1,"",1,38,6,1,,,2,,,,6,"","","peru",1,1,"","",1,,2,"negocio de accesorios",1,1,"vendedora","vende accesorios/publica en wathsapp",6,"",4,,"",,3,2,,2,"25",5,4,,,"","",1,,,,,,"celular",2,,4,4,3,3,1,1,1,1,1,"vendedora ambulante",1,"vendedora ambulante",4,,3,2,,12,,,,,"manta",1,1,3,3,1,1,1,1,1,"peluquera",1,2,2,2,1,99,,"",1,"",2,4,3,2,,"","",,"",,,"",,1,1,2,,,,,,"",4,4,4,4,1,4,2,1,4,"",2,"",1,1,"","",2,2,"2023-07-09","comuna 01",3,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5304,"comercio de textiles y avios (merceria), prendas de vestir, calzado, marroquineria y art. similares",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",55,"servicios de hoteleria y restaurantes",5502,"servicios de expendio de comidas por vendedores ambulantes","33.1.1.4 / vendedor ambulante o callejero de todo tipo de articulos",2,"comercio popular y trabajos en espacios publicos",35,"vendedor/a ambulante",1,99
19603854,1,8,1,1,"",2,27,4,1,,,2,,,,1,"","","",,1,"","",1,,1,"changas en gral",1,1,"albañil","varias",7,"",1,2,"",2,,2,,2,"15",7,4,,,"","",3,,,,,,"",1,5,1,1,3,3,3,1,1,1,1,"construccion",8,"albañil",1,1,,,,3,,,,,"",1,1,1,3,1,1,1,1,1,"plomeria y herreria",1,1,1,2,2,2,6,"",7,"",,,3,2,,"","",,"",,,"",,1,10,,,,,,,"",4,4,4,4,4,1,4,4,4,"",2,"",1,1,"","",2,2,"2023-06-14","comuna 07",0,0,93,"servicios n.c.p.",9309,"servicios n.c.p.",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",45,"construccion",4500,"construccion","72.1.1.3 / albañil (oficial, medio oficial)",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",,99
19825127,1,8,1,1,"",1,46,4,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"rubro textil",1,1,"coser","corta, cose une prendas",6,"",4,,"",,3,2,,2,"30/40",8,4,,,"","",1,,,,,,"",2,,1,1,3,99,3,1,1,3,3,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",1,2,2,2,2,1,,"",99,"",3,4,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-16","comuna 07",0,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",,"",,"","",,"",,"0",,99
19879075,1,8,5,1,"",1,48,4,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"tejedora",1,1,"tejedora","teje",6,"",4,,"",,3,2,,2,"12",8,11,,,"emprendimiento propio","",1,,,,,,"",1,5,2,2,3,3,3,3,1,3,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",1,2,2,2,1,1,,"",1,"",2,4,3,2,,"","",,"",,,"",,1,16,,,,,,,"tejido",4,4,4,4,4,4,4,4,4,"",2,"",4,4,"","",2,2,"2023-06-22","comuna 07",0,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",,"",,"","",,"",,"0",,99
