"id","tipo_de_barrio","nombre_del_barrio","integrantes_del_hogar","p1","p1_1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p12_1","p12_2","p12_3","p13","p14","p14_1","p14_2","trabaja","p15","p16","p17","p18","p19","p20","p21","p22","p22_1","p23","p24","p24_1","p25","p26","p27","p28","p29","p30","p31","p32","p32_1","p32_2","p32_otros_1","p32_otros_2","p33","p33_1","p33_2","p33_3","p33_4","p33_5","p33_6","p34","p35","p36","p37","p38","p38_1","p38_2","p38_3","p38_4","p38_5","p39","p40","p41","p42","p43","p44","p45","p46","p47","p48","p48_1","p48_2","p48_3","p48_4","p48_5","p49","p50","p51","p51_1","p51_2","p51_3","p51_4","p51_5","p52","p53","p54","p55","p56","p57","p58","p59","p60","p60_1","p61","p61_1","p62","p63","p64","p65","p66","p66_1","p66_2","p67","p67_1","p68","p69","p69_1","p70","p71","p72","p72_1","p72_2","p72_3","p72_4","p72_5","p72_6","p72_7","p73","p73_1","p73_2","p73_3","p73_4","p73_5","p73_6","p73_7","p73_8","p73_9","p74","p75","p76","p77","p77_1","p77_2","p78","p79","fecha_de_entrevista","comuna","total_menores","total_adultos_mayores","q189cod1","q189cod1_etiqueta","q189cod2","q189cod2_etiqueta","p20c_renatep_rama_actividad","p20c_renatep_rama_etiqueta","p20c_renatep_ocupacion","p20c_renatep_ocupacion_etiqueta","q219cod1","q219cod1_etiqueta","q219cod2","q219cod2_etiqueta","p42c_cno","p42c_renatep_rama_actividad","p42_renatep_rama_etiqueta","p42c_renatep_ocupacion","p42c_renatep_ocupacion_etiqueta","hogar_monoparental","p67_tema_curso_grupos"
19991731,3,99,2,1,"",2,37,4,1,,,2,,,,1,"","","",,1,"","",1,,1,"innumador",3,1,"innumador","entierra a personas muertas",1,"",4,,"",,2,1,1,1,"36",7,4,,,"","",1,,,,,,"pala",2,,1,2,3,3,2,2,1,1,3,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",1,1,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,2,4,4,4,1,4,"",2,"",4,1,"","",2,2,"2023-06-30","comuna 09",0,1,93,"servicios n.c.p.",9303,"pompas funebres y servicios conexos",3,"servicios personales y otros oficios.",38,"otros",,"",,"","",,"",,"0",,99
19840581,1,8,3,2,"",2,25,6,1,,,2,,,,1,"","","",,1,"","",1,,1,"restaurnte",2,1,"mozo","poner, sacar el servicio de las mesas",1,"",1,2,"",2,,2,,2,"60",6,4,,,"","",1,,,,,,"",1,2,2,2,3,3,3,3,1,1,2,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",3,2,1,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,99,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-15","comuna 07",0,0,55,"servicios de hoteleria y restaurantes",5503,"servicios de expendio de comidas y bebidas excepto vendedores ambulantes de comidas",2,"comercio popular y trabajos en espacios publicos",38,"otros",,"",,"","",,"",,"0",,99
19632932,1,3,1,1,"",2,54,4,1,,,1,1,1,,5,"","paraguay","",1,1,"","",1,,1,"mercado central",2,1,"mayorista, entrega de mercaderia a comercios minoristas","trato con los clientes",1,"",1,2,"",1,,,,1,"45",8,4,,,"","",1,,,,,,"",2,,1,1,3,3,2,3,3,3,6,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",1,2,2,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,6,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,2,"","osphi",2,2,"2023-06-15","comuna 04",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5303,"comercio de alimentos, bebidas y tabaco",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,"",,"","",,"",,"0",,99
19823005,1,8,1,1,"",1,23,5,2,1,,2,,,,2,"","","",,1,"","",1,,1,"feriante",1,1,"trabaja en ferias","atiende al publico",2,"",1,2,"",2,,2,,2,"20",6,4,,,"","",1,,,,,,"",1,1,2,2,3,3,2,1,1,3,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",2,2,2,2,2,99,,"",7,"",,,3,2,,"","",,"",,,"",,1,4,11,,,,,,"",4,4,4,4,2,4,4,2,4,"",1,"12",4,1,"","",2,2,"2023-06-16","comuna 07",1,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5310,"venta al por menor en puestos moviles y  no realizadas en tiendas n.c.p.",2,"comercio popular y trabajos en espacios publicos",12,"feriante",,"",,"","",,"",,"0",1,99
19554628,1,3,2,1,"",2,31,5,1,,,2,,,,6,"","","peru",1,1,"","",1,,1,"textil",2,1,"costurero","trabajos de costura",6,"",4,,"",,3,2,,2,"72",7,4,,,"","",1,,,,,,"",2,,1,1,2,3,3,3,1,1,2,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",2,2,2,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,2,9,15,,,,,"",4,4,4,4,2,4,4,2,4,"",2,"",1,1,"","",2,2,"2023-06-13","comuna 04",2,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",,"",,"","",,"",,"0",,99
19948533,1,7,2,2,"",1,42,6,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,1,"prepara desayunos",1,1,"emprendedora","prepara desayunos x pedido",6,"",4,,"",,3,2,,2,"5",6,99,,,"","",1,,,,,,"",1,1,5,1,3,3,1,1,1,3,1,"domestica",1,"emp domestica",6,2,,2,,13,,,,,"",1,1,3,3,1,1,1,3,2,"",1,2,2,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,4,,,,,,,"",4,4,4,4,1,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-10","comuna 08",3,0,55,"servicios de hoteleria y restaurantes",5503,"servicios de expendio de comidas y bebidas excepto vendedores ambulantes de comidas",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico","55.3.1.4 / mucama/empleada domestica",3,"servicios personales y otros oficios.",26,"servicios de limpieza",,99
19820378,1,8,2,1,"",2,39,6,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"textileria",2,1,"costura","arma, cose",1,"",1,2,"",2,,2,,2,"60",8,4,,,"","",1,,,,,,"",1,1,1,2,3,3,3,2,3,2,2,"albañil, plomero",2,"trabajos en general",1,2,,2,,3,,,,,"",2,2,3,3,1,3,3,3,2,"",1,2,2,2,2,2,2,"",7,"",,,3,2,,"","",,"",,,"",,1,1,9,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-15","comuna 07",2,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",45,"construccion",4500,"construccion","72.1.1.3 / albañil (oficial, medio oficial)",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",,99
19851293,1,3,2,1,"",2,32,6,1,,,1,2,,,5,"","paraguay","",1,1,"","",1,,1,"albañileria",2,1,"pintor","maestro pintor",7,"",1,2,"",2,,2,,2,"20",7,4,,,"","",3,,,,,,"",1,5,2,2,3,2,3,3,3,2,2,"jugueteria",4,"vendedor",1,2,,2,,13,,,,,"",2,1,3,3,1,3,1,3,1,"pintor",2,2,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,2,4,4,4,4,"",2,"",4,6,"nunca se atendio","",2,2,"2023-06-21","comuna 04",4,0,45,"construccion",4500,"construccion",5,"construccion e infraestructura social y mejoramiento ambiental.",20,"pintor/a",53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5306,"comercio de mercaderias ncp incluso mercaderias usadas","30.3.1.4 / ayudante de ventas de comercio minorista",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,99
20012290,3,99,3,1,"",1,58,5,1,,,2,,,,1,"","","",,1,"","",1,,1,"comerciante",1,1,"comerciante","compra y venta",6,"",4,,"",,3,1,1,2,"40hs.",8,11,,,"lo hizo ella","",1,,,,,,"",1,5,2,2,3,3,2,2,1,1,99,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",2,1,99,99,99,1,,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,99,"2023-07-04","comuna 06",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5308,"tiendas no especializadas sin predominancia de alimentos y bebidas",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,"",,"","",,"",,"0",,99
20032917,3,99,2,2,"",1,31,7,2,2,1,,,,,1,"","","",,1,"","",2,1,,"",,,"","",,"",,,"",,,,,,"",,,,,"","",,,,,,,"",,,,,,,,,,,,"empleada",2,"acompañante terapeutica",2,2,,2,,13,,,,,"",1,1,,,,,,,1,"auxiliar",2,1,1,2,1,99,,"",7,"",,,3,2,,"","",,"",,,"",,1,11,13,,,,,,"",4,4,4,4,1,4,4,1,4,"",2,"",4,1,"","",2,2,"2023-07-04","comuna 04",2,0,,"",,"",,"",,"",53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5303,"comercio de alimentos, bebidas y tabaco","40.1.1.2 / acompañante terapeutico",1,"servicios socio comunitarios",27,"servicios de salud // promotor/a de salud",,99
20252396,1,2,2,2,"",1,29,5,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,1,"cotillon",2,1,"vendedora","atenciob",1,"",5,,"",2,,2,,2,"20",8,4,,,"","",1,,,,,,"",1,1,1,1,2,3,3,2,1,2,99,"",,"",,,,,,,,,,,"",,,,,,,,,1,"manicura",2,1,1,1,1,2,1,"",7,"",,,2,2,,"","",,"",,,"",,1,3,14,,,,,,"",4,4,4,4,4,4,4,4,4,"",1,"12",4,2,"","ospecom",2,2,"2023-07-11","comuna 01",3,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5306,"comercio de mercaderias ncp incluso mercaderias usadas",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,"",,"","",,"",,"0",,99
20407457,1,2,1,1,"",2,51,4,1,,,2,,,,1,"","","",,1,"","",1,,1,"feria",1,1,"vendedor","vende ropa usada",2,"",4,,"",,3,2,,2,"50",5,11,,,"pandemia","",1,,,,,,"",1,1,2,3,2,3,3,3,1,2,1,"hotel",1,"manrenimiento",1,2,,2,,1,2,3,,,"",1,1,2,1,1,1,1,3,1,"albañil",1,1,2,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,5,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-07-15","comuna 01",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5310,"venta al por menor en puestos moviles y  no realizadas en tiendas n.c.p.",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",55,"servicios de hoteleria y restaurantes",5501,"servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal","56.2.0.2 / intendente de maestranza/mantenimiento",3,"servicios personales y otros oficios.",26,"servicios de limpieza",,99
19887585,1,8,1,1,"",2,34,5,1,,,2,,,,1,"","","",,1,"","",1,,1,"comerciante",1,1,"vende, atiende clientes","venta de productos de almacen",1,"",4,,"",,3,1,2,2,"40",5,7,,,"","",1,,,,,,"",2,,2,2,3,3,3,1,1,3,4,"era empleado de comercio",2,"vendia ropa",1,1,,,,13,,,,,"",1,2,3,3,3,3,1,1,2,"",4,2,1,2,1,1,,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-23","comuna 07",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5308,"tiendas no especializadas sin predominancia de alimentos y bebidas",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5303,"comercio de alimentos, bebidas y tabaco","30.1.1.3 / vendedor de ropa, confecciones y vestuario/ vendedor de boutique",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,99
19676971,1,8,1,1,"",1,58,4,1,,,2,,,,6,"","","peru",1,1,"","",1,,1,"comerciante",1,1,"atiende un quiosco","vende, repone mercaderia",6,"",4,,"",,3,2,,2,"64",3,4,,,"","",1,,,,,,"",2,,3,3,3,3,2,2,1,2,1,"venta de ropa/ trabajaba en casas de familia",1,"vender prendas",4,,3,2,,13,,,,,"",2,2,2,3,1,3,1,2,2,"",1,2,2,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,1,4,14,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",1,1,"","",2,2,"2023-06-13","comuna 07",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5308,"tiendas no especializadas sin predominancia de alimentos y bebidas",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5310,"venta al por menor en puestos moviles y  no realizadas en tiendas n.c.p.","30.1.1.3 / vendedor de ropa, confecciones y vestuario/ vendedor de boutique",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,99
19825056,1,5,2,2,"",2,34,6,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"rubro textil, taller",2,1,"costurero","costura a maquina",6,"",1,2,"",2,,2,,2,"30",6,4,,,"","",1,12,,,,,"maquina de coser",1,5,4,1,1,3,1,1,99,1,2,"albañileria",2,"albañil",1,2,,2,,2,3,12,,,"pala, mezcladora de cemento",2,2,1,1,2,1,1,1,1,"albañil, costurero",2,1,1,2,2,2,6,"",7,"",,,3,2,,"","",,"",,,"",,1,15,16,,,,,,"diseño textil",4,4,4,4,2,4,4,2,4,"",2,"",4,1,"","",2,2,"2023-06-16","comuna 08",2,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",45,"construccion",4500,"construccion","72.1.1.3 / albañil (oficial, medio oficial)",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",,99
20001610,3,99,1,1,"",1,19,7,1,,,2,,,,1,"","","",,1,"","",1,,1,"empleada domestica",1,1,"empleada domestica","limpieza",7,"",6,,"",2,,2,,2,"36",4,4,,,"","",1,,,,,,"limpieza",2,,4,3,3,3,1,1,1,3,3,"venta de ropa",1,"vendedora",1,2,,2,,13,,,,,"",2,2,3,2,1,1,1,3,2,"",2,1,2,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-30","comuna 08",0,0,95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico",3,"servicios personales y otros oficios.",26,"servicios de limpieza",53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5304,"comercio de textiles y avios (merceria), prendas de vestir, calzado, marroquineria y art. similares","30.3.1.4 / ayudante de ventas de comercio minorista",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,99
20024570,1,2,1,1,"",2,20,4,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,1,"construccion",1,1,"transporte","llevar materiales en el carro para las obras de construccion que hay en el barrio",7,"",4,,"",,3,2,,2,"30",5,4,,,"","",1,,,,,,"carro",2,,2,2,1,3,1,3,1,3,2,"panaderia",2,"panadero",1,1,,,,13,,,,,"",1,1,1,1,3,2,1,1,1,"paandero",1,2,2,2,2,2,5,"",7,"",,,3,2,,"","",,"",,,"",,1,4,,,,,,,"",4,4,4,4,4,2,4,4,4,"",2,"",2,1,"","",1,2,"2023-07-05","comuna 01",0,0,45,"construccion",4500,"construccion",8,"transporte y almacenamiento.",13,"flete",15,"elaboracion de productos alimenticios y bebidas",1504,"elaboracion de productos alimenticios n.c.p.","80.1.1.3 / maestro panadero",6,"industria manufacturera.",22,"produccion de alimentos",,99
19946733,3,99,2,1,"",1,63,6,1,,,2,,,,5,"","paraguay","",1,1,"","",1,,1,"costurera",1,1,"modistas","cose",6,"",4,,"",,3,1,1,2,"15",7,11,,,"por descendencia familiar","",1,12,,,,,"maquinas de coser",1,3,4,1,3,2,3,3,1,3,99,"costurera",2,"costurera",5,2,,2,,1,12,,,,"maquinas de coser",2,1,2,3,2,3,3,3,1,"moldista",1,2,2,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",2,4,4,4,4,4,4,4,4,"",1,"2",4,1,"","",2,2,"2023-06-28","comuna 08",0,1,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles","80.3.2.3 / costurera",6,"industria manufacturera.",15,"indumentaria y textil",,99
20172578,3,99,2,2,"",1,25,5,2,1,,2,,,,1,"","","",,1,"","",1,,1,"venta de indumentaria por internet",1,1,"venta","vendedora",6,"",4,,"",,3,2,,2,"50",5,11,,,"necesidad","",1,12,,,,,"celular redes sociales",1,4,1,1,3,3,3,3,3,3,6,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",4,1,2,1,1,2,7,"fabricacion y venta",7,"",,,3,2,,"","",,"",,,"",,1,14,16,,,,,,"marketing",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,1,"2023-07-08","comuna 07",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5310,"venta al por menor en puestos moviles y  no realizadas en tiendas n.c.p.",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,"",,"","",,"",,"0",,99
19988015,3,99,2,1,"",2,46,7,2,2,1,,,,,1,"","","",,1,"","",2,1,,"",,,"","",,"",,,"",,,,,,"",,,,,"","",,,,,,,"",,,,,,,,,,,,"local de ropa",2,"dueño local venta de ropa",4,,3,1,2,11,,,,,"",1,1,,,,,,,2,"",3,2,2,1,1,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,3,4,,,,,,"",4,4,4,4,2,4,4,2,4,"",2,"",4,1,"","",2,2,"2023-07-01","comuna 07",1,0,,"",,"",,"",,"",53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5304,"comercio de textiles y avios (merceria), prendas de vestir, calzado, marroquineria y art. similares","06.0.0.1 / comerciante",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,99
19840147,1,3,1,1,"",1,50,4,1,,,2,,,,6,"","","peru",1,1,"","",1,,2,"vende ropa",1,1,"vende ropa","vende ropa",1,"",4,,"",,3,2,,2,"20",8,11,,,"por su cuenta","",1,,,,,,"",2,,4,5,3,3,3,1,3,1,1,"fabrica de bijouterie",5,"operaria",1,1,,,,4,,,,,"",1,3,3,2,1,1,3,3,2,"",1,1,1,2,2,1,,"",1,"",2,4,3,2,,"","",,"",,,"",,1,15,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",1,1,"","",2,2,"2023-06-21","comuna 04",2,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5304,"comercio de textiles y avios (merceria), prendas de vestir, calzado, marroquineria y art. similares",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",19,"curtido y terminacion de cueros; fabricacion de articulos de marroquineria, talabarteria y calzado y de sus partes",1901,"curtido y terminacion de cueros; fabricacion de articulos de marroquineria y talabarteria","80.3.1.3 / operario de linea de montaje",6,"industria manufacturera.",38,"otros",1,99
19501337,1,9,2,1,"",2,35,5,2,2,1,,,,,5,"","paraguay","",1,1,"","",2,1,,"",,,"","",,"",,,"",,,,,,"",,,,,"","",,,,,,,"",,,,,,,,,,,,"construccion",3,"albañil",1,1,,,,3,,,,,"",1,1,,,,,,,1,"albañileria y pintor",2,2,2,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,5,,,,,,,"",4,4,4,4,2,4,4,2,4,"",2,"",4,1,"","",2,2,"2023-05-31","comuna 08",1,0,,"",,"",,"",,"",45,"construccion",4500,"construccion","72.1.1.3 / albañil (oficial, medio oficial)",5,"construccion e infraestructura social y mejoramiento ambiental.",2,"albañil // durlero",,99
20180117,1,2,1,1,"",1,33,4,1,,,1,2,,,1,"","","",,1,"","",1,,1,"cooperativa de construccion",99,1,"responsable de inventario","anota materiales y herramientas",1,"",1,1,"",2,,2,,2,"40",3,4,,,"","",1,,,,,,"",2,,1,2,3,3,1,1,1,3,2,"empresa de limpieza",6,"limpieza",1,1,,,,13,,,,,"",1,1,3,1,1,3,1,3,2,"",2,1,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,2,,,,,,,"",4,4,4,4,4,1,4,4,4,"",2,"",4,1,"","",2,1,"2023-07-10","comuna 01",2,0,45,"construccion",4500,"construccion",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5308,"tiendas no especializadas sin predominancia de alimentos y bebidas","55.3.1.4 / mucama/empleada domestica",3,"servicios personales y otros oficios.",26,"servicios de limpieza",1,99
19848382,1,3,2,2,"",1,37,6,1,,,1,2,,,5,"","paraguay","",1,1,"","",1,,1,"cuida niños",1,1,"niñera","cuidado de niños",7,"",6,,"",2,,2,,2,"20",8,4,,,"","",1,,,,,,"",2,,1,2,2,3,3,1,1,1,1,"empleada domestica",1,"empleada domestica",6,1,,,,13,,,,,"",2,2,3,3,1,1,1,1,2,"",1,2,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,2,,,,,,,,"",4,4,4,4,4,4,4,4,4,"",1,"4",4,1,"","",2,2,"2023-06-21","comuna 04",2,0,95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico",1,"servicios socio comunitarios",10,"cuidados (niños/as, enfermos/as, personas con discapacidad, ancianos/as)",95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico","55.3.1.4 / mucama/empleada domestica",3,"servicios personales y otros oficios.",26,"servicios de limpieza",,99
19885465,1,8,1,1,"",2,25,7,1,,,2,,,,6,"","","peru",1,5,"","peru",1,,1,"ventas",2,1,"ayudante de cocina","lava, pela verduras, etc",1,"",1,2,"",2,,2,,2,"30",2,4,,,"","",1,,,,,,"herramientas de cocina",1,1,1,1,3,3,1,1,1,1,2,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",3,2,1,2,2,2,1,"",7,"",,,3,2,,"","",,"",,,"",,1,4,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,1,"","",2,2,"2023-06-22","comuna 07",0,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5308,"tiendas no especializadas sin predominancia de alimentos y bebidas",3,"servicios personales y otros oficios.",5,"asador // cocinero/a",,"",,"","",,"",,"0",,99
19991321,1,4,2,2,"",1,29,7,2,2,1,,,,,1,"","","",,1,"","",2,1,,"",,,"","",,"",,,"",,,,,,"",,,,,"","",,,,,,,"",,,,,,,,,,,,"acompañante terapeutico",1,"cuidar adulto mayor",1,2,,2,,13,,,,,"",2,2,,,,,,,1,"auxiliar de enfermeria",3,1,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,11,,,,,,,"",4,4,4,4,4,4,4,4,4,"",2,"",4,2,"","descontruir, uocra",2,2,"2023-06-27","comuna 08",3,0,,"",,"",,"",,"",85,"servicios sociales y de salud",8501,"servicios relacionados con la salud humana","57.1.1.3 / cuidador de ancianos",1,"servicios socio comunitarios",10,"cuidados (niños/as, enfermos/as, personas con discapacidad, ancianos/as)",,99
19789556,1,1,2,1,"",1,50,3,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"costura",2,1,"costura","costura",6,"",5,,"",2,,2,,2,"6",5,4,,,"","",1,,,,,,"",2,,2,99,2,3,99,1,1,1,1,"",,"",,,,,,,,,,,"",,,,,,,,,1,"domestica",2,1,2,2,2,2,3,"",1,"",2,2,3,2,,"","",,"",,,"",,1,13,15,,,,,,"",4,4,4,4,1,4,2,4,4,"",1,"1",2,1,"","",2,2,"2023-06-02","comuna 08",1,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",,"",,"","",,"",,"0",1,99
19991077,1,7,2,2,"",1,37,3,1,,,2,,,,5,"","bolivia","",1,1,"","",1,,2,"venta de comida",1,1,"cocinar y venta en ferias","cocinar y vender comida en las ferias de barrios",1,"",4,,"",,3,2,,2,"16",5,4,,,"","",1,,,,,,"",2,,1,1,1,3,3,3,99,2,1,"casa de familia, cocinera",1,"cocinera",1,2,,2,,13,,,,,"",2,2,1,2,3,3,99,1,2,"",2,2,2,2,2,1,,"",1,"",2,4,3,2,,"","",,"",,,"",,1,14,16,,,,,,"peluqueria",4,4,4,4,1,4,4,1,4,"",1,"12 hs (bebe)",4,1,"","",2,2,"2023-06-28","comuna 08",4,0,55,"servicios de hoteleria y restaurantes",5503,"servicios de expendio de comidas y bebidas excepto vendedores ambulantes de comidas",6,"industria manufacturera.",22,"produccion de alimentos",95,"servicios de hogares privados que contratan servicio domestico",9500,"servicios de hogares privados que contratan servicio domestico","53.1.1.3 / cocinero",3,"servicios personales y otros oficios.",5,"asador // cocinero/a",,99
20398968,1,2,1,1,"",1,39,3,1,,,2,,,,5,"","bolivia","",1,3,"","",1,,1,"vendedora",1,1,"venta al publico","vende",1,"",4,,"",,3,2,,2,"42",5,11,,,"emprendimiento propio","",1,,,,,,"",2,,3,3,2,3,3,3,1,1,1,"",,"",,,,,,,,,,,"",,,,,,,,,2,"",1,2,2,2,1,2,2,"",1,"",2,4,3,2,,"","",,"",,,"",,1,15,,,,,,,"",4,4,4,4,1,4,4,1,4,"",2,"",1,6,"salita","",2,2,"2023-07-15","comuna 01",2,0,53,"comercio al por mayor, en comision y al por menor, excepto vehiculos automotores y motocicletas",5310,"venta al por menor en puestos moviles y  no realizadas en tiendas n.c.p.",2,"comercio popular y trabajos en espacios publicos",36,"vendedor/a punto fijo",,"",,"","",,"",,"0",1,99
19777871,1,1,2,1,"",2,43,6,2,1,,2,,,,5,"","bolivia","",1,1,"","",1,,1,"taller textil en su domicilio",2,1,"cortador de tela","cortar con molde las prendar, costura a maquina",6,"",1,2,"",2,,2,,2,"50",7,1,,,"","",1,12,,,,,"maquina de coser",1,5,1,1,1,3,3,1,99,1,1,"taller textil",8,"cortador",1,2,,2,,1,,,,,"",1,1,1,2,3,1,1,1,1,"cortador textil",3,1,1,2,2,1,,"",7,"",,,3,2,,"","",,"",,,"",,1,15,16,,,,,,"programas audaces, con computadora en el rubro textil",4,4,4,4,2,4,4,2,4,"",1,"24 (niños pequeños)",4,1,"","",2,2,"2023-06-05","comuna 08",2,0,17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles",6,"industria manufacturera.",15,"indumentaria y textil",17,"fabricacion de productos textiles",1700,"fabricacion de productos textiles","80.3.1.3 /  cortador de tela",6,"industria manufacturera.",15,"indumentaria y textil",,99
